text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,target,cleaned_text
motherfvcking,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,motherfvcking
motherfxck,motherfucker,,,other / general insult,none,none,2.4,Strong,other / general insult_Strong,motherfxck
motherfxcking,motherfucker,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,motherfxcking
mothfck,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.6,Severe,sexual anatomy / sexual acts_Severe,mothfck
mothter fuck,motherfucker,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,mothter fuck
mtherfuker,motherfucker,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,mtherfuker
mthrfcker,motherfucker,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,mthrfcker
muddafukkas,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muddafukkas
mudderfuk,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,mudderfuk
mudderfukker,motherfucker,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,mudderfukker
mufdive,muff,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,mufdive
mufdivin,muff,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,mufdivin
muff,muff,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,muff
muffdiving,muff,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,muffdiving
muffdivings,muff,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,muffdivings
muffindivin,muff,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,muffindivin
muffindiving,muff,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,muffindiving
muhfucking,motherfucker,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,muhfucking
mushroom tip,mushroom tip,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,mushroom tip
mutha fucka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,mutha fucka
mutha fucker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,mutha fucker
muthafecker,motherfucker,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,muthafecker
muthafeckers,motherfucker,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muthafeckers
muthafucka,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,muthafucka
muthafuckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muthafuckers
muthafuckings,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muthafuckings
muthafuckker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muthafuckker
muthafuckkers,motherfucker,,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,muthafuckkers
muthafukka,motherfucker,,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,muthafukka
mutherfucker,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.6,Severe,sexual anatomy / sexual acts_Severe,mutherfucker
mutherfuckers,motherfucker,,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,mutherfuckers
n0bhead,knob,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,nbhead
n0bj0cky,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong,sexual anatomy / sexual acts_Strong,nbjcky
n1ckker,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nckker
n1g3r,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,ngr
n1g3rz,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,ngrz
n1gg@,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,ngg
n1gg@hs,niggger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,ngghs
n1gg3r,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggr
n1gg3rs,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggrs
n1gga,nigger,,,racial / ethnic slurs,none,none,2.4,Strong,racial / ethnic slurs_Strong,ngga
n1ggah,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nggah
n1ggahs,niggers,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggahs
n1ggas,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggas
n1ggazes,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggazes
n1gger,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,ngger
n1ggers,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nggers
n1gguh,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,ngguh
n3gro,negro,,,racial / ethnic slurs,none,none,2.4,Strong,racial / ethnic slurs_Strong,ngro
negga,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,negga
neggar,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,neggar
negr0,negro,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,negr
negro,negro,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,negro
negroes,negro,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,negro
negroid,negro,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,negroid
niccer,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,niccer
nicka,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,nicka
nickas,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nickas
nicker,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nicker
nickk3r,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nickkr
nickker,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nickker
nig,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nig
nig-nog,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nignog
niga,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,niga
nigah,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigah
nigasses,nigger,ass,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigasses
nigers,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niger
nigg@,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigg
nigg@hs,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigghs
nigg@s,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,niggs
nigg@z,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,niggz
nigg@zzes,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,niggzzes
nigg3r,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggr
nigg3rs,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggrs
nigg4h,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggh
nigg4hs,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigghs
nigga,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigga
nigga lover,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigga lover
niggah,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,niggah
niggahs,nigger,,,racial / ethnic slurs,none,none,2.2,Strong,racial / ethnic slurs_Strong,niggahs
niggahz,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggahz
niggas,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigga
niggass,nigger,ass,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,niggass
niggaz,nigger,,,racial / ethnic slurs,none,none,2.2,Strong,racial / ethnic slurs_Strong,niggaz
niggazzes,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,niggazzes
nigger,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigger
nigger lover,nigger,,,racial / ethnic slurs,sexual anatomy / sexual acts,none,3.0,Severe,racial / ethnic slurs_Severe,nigger lover
niggers,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigger
niggerz,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggerz
niggir,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggir
niggress,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niggress
nigguh,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigguh
nigguhs,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigguhs
nigguhz,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigguhz
niglet,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,niglet
nignigs,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nignigs
nignog,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nignog
nigra,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigra
nigre,nigger,nigga,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nigre
nigs,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nigs
niguh,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,niguh
nikk3r,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nikkr
nikkas,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,nikkas
nikker,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,nikker
nip,nipple,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,nip
nob jockey,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.2,Strong,sexual anatomy / sexual acts_Strong,nob jockey
nob jokeys,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.8,Strong,sexual anatomy / sexual acts_Strong,nob jokeys
nobbyhead,knob,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,nobbyhead
nobhead,knob,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,nobhead
nobheads,knob,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,nobheads
nobj0key,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.8,Strong,sexual anatomy / sexual acts_Strong,nobjkey
nobjockies,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.8,Strong,sexual anatomy / sexual acts_Strong,nobjockies
nobjocky,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong,sexual anatomy / sexual acts_Strong,nobjocky
nobjokey,knob,,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.0,Strong,sexual anatomy / sexual acts_Strong,nobjokey
nobjokeys,knob,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,nobjokeys
nobs,knob,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,nob
nonce,nonce,,,other / general insult,none,none,1.4,Mild,other / general insult_Mild,nonce
nuckas,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,nuckas
nuggets,nigger,,,racial / ethnic slurs,bodily fluids / excrement,none,1.2,Mild,racial / ethnic slurs_Mild,nugget
nut butter,nut butter,,,bodily fluids / excrement,none,none,1.4,Mild,bodily fluids / excrement_Mild,nut butter
nutsack,nutsack,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,nutsack
nutsacks,nutsack,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,nutsacks
nympho,nymph,,,sexual anatomy / sexual acts,sexual orientation / gender,none,1.0,Mild,sexual anatomy / sexual acts_Mild,nympho
nymphomaniac,nymph,,,other / general insult,none,none,1.4,Mild,other / general insult_Mild,nymphomaniac
octopussy,pussy,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,octopussy
oven dodger,oven dodger,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,oven dodger
p3n1shead,penis,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,pnshead
p3nisfcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,3.0,Severe,sexual anatomy / sexual acts_Severe,pnisfcker
p3nisfcukers,fuck,penis,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pnisfcukers
p3nisfvcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pnisfvcker
p3nisfvckers,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,pnisfvckers
pack my fudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pack fudge
packerfudgehead,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,packerfudgehead
packing fudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,packing fudge
packing fudgehead,fudge packer,,,bodily fluids / excrement,sexual anatomy / sexual acts,sexual orientation / gender,1.8,Strong,bodily fluids / excrement_Strong,packing fudgehead
packingfudge,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,packingfudge
packingfudgefucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.8,Severe,sexual anatomy / sexual acts_Severe,packingfudgefucker
packingfudgefucking,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.4,Strong,sexual anatomy / sexual acts_Strong,packingfudgefucking
packsomefudgefucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,2.4,Strong,sexual anatomy / sexual acts_Strong,packsomefudgefucker
paki,paki,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,paki
palm jockey,palm jockey,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,palm jockey
pancake face,pancake face,,,racial / ethnic slurs,none,none,1.6,Strong,racial / ethnic slurs_Strong,pancake face
pecker,pecker,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,pecker
peckerhead,pecker,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,peckerhead
pedo,pedophile,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,pedo
pedobear,pedophile,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,pedobear
pedobears,pedophile,,,other / general insult,animal references,none,2.2,Strong,other / general insult_Strong,pedobears
pedophl,pedophile,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,pedophl
pedos,pedophile,,,other / general insult,none,none,2.4,Strong,other / general insult_Strong,pedos
pedoz,pedophile,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,pedoz
peen,penis,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,peen
peener,penis,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,peener
penisfcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,3.0,Severe,sexual anatomy / sexual acts_Severe,penisfcker
penisfuccer,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,penisfuccer
penisfucker,fuck,penis,,sexual anatomy / sexual acts,none,none,3.0,Severe,sexual anatomy / sexual acts_Severe,penisfucker
penisfuckers,fuck,penis,,sexual anatomy / sexual acts,sexual orientation / gender,none,3.0,Severe,sexual anatomy / sexual acts_Severe,penisfuckers
penisfvcker,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,3.0,Severe,sexual anatomy / sexual acts_Severe,penisfvcker
penisfvckers,penis,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,penisfvckers
